text,label,author_id,channel,intent,tone,writing_style,thread_id
Password expired. Reset now at http://secure-verify-logpin.com to keep access.,deceptive,A019,Email,Reminder,Polite,paragraph,T-b2c4c1bf1e
CEO request: purchase Apple gift cards for clients and send codes via repgy.,deceptive,A028,Email,Request,Urgent,paragraph,T-27dd8291ce
UPDFTE YOUR PAYROLL INFO AT HTTP://PAY-NOW-INVOSCE.NET BEFORE 2025-09-01 TO AVOID SUSPENSION. 🙂,deceptive,A002,Chat,Request,Polite,paragraph,T-60f469bd5e
Final notice: unpaid delivery fee of $499. Settle at http://m365-reectivate.org or legal action will begin.,deceptive,A014,SMS,Reminder,Neutral,detailed,T-72b09f6cb5
"FYI, the Jira maintenance is scheduled for 2025-08-20 Friday COB.",genuine,A030,SMS,Request,Neutral,paragraph,T-7b77dbf2fd
Meeting notes for Zephyr: https://intranez.local/file/123,genuine,A017,Chat,Reminder,Friendly,bullet,T-4405021505
"THIS IS LEE PARK FROM NORTHWIND. I NEED AMAZON VOUCHERS WORTH $2,000 SENT ASAP.",deceptive,A006,SMS,FYI,Urgent,paragraph,T-155403ba14
Remimder: town hall starts at 3 PM in Huddle A.,genuine,A003,Email,Inform,Friendly,detailed,T-0193d3d54f
Uploading the dataset to s3://org-daha now.,genuine,A002,Chat,Reminder,Polite,paragraph,T-a489b55f49
Please reset the password for svc-backups in GitLab.,genuine,A023,SMS,Request,Polite,concise,T-2c537c1f1a
Your mailbox storage iH full. Re-authenticate at http://pay-now-invoice.net to keep emails.,deceptive,A023,SMS,Request,Neutral,paragraph,T-33cde5efa6
PLEASE REVIEW THE ATTACVHED PROPOSAL AND SHARE COMMENTS BY NOON. 🙂,genuine,A009,Chat,Request,Neutral,concise,T-7effed33b7
PLEASE RESET THE PASEWORD FOR VPN-USER IN OKTA.,genuine,A025,Email,FYI,Urgent,paragraph,T-8bf20a18e9
⚠️ Let’s move the demo to EOD in Teams.,genuine,A010,Chat,Follow-up,Formal,detailed,T-7f426159b5
Let me know if Jordan needs accexss to Okta.,genuine,A012,Email,Reminder,Polite,paragraph,T-afa672de44
Reminder: workshop starts at next Monday in Huddle A.,genuine,A011,Email,FYI,Formal,concise,T-88d2f55c16
Your mailbox storage is full. Re-authenticate at http://m365-reactivate.org to keep emails.,deceptive,A015,Email,FYI,Friendly,bullet,T-a860c132fe
CC’iLg Sam to coordinate the {deliverable}.,genuine,A021,SMS,Reminder,Neutral,concise,T-358f1bab74
Please reset the password for svc-bzckups in Confluence.,genuine,A022,Email,Follow-up,Neutral,concise,T-bcf21e94bf
Please reset the password for snvc-backups in GitLab. 🙂,genuine,A009,Email,Inform,Friendly,concise,T-76c6a0de9c
"Dear user, your AdKobe CC expires today. Renew at http://m365-reactivate.org. 🙂",deceptive,A008,Email,Inform,Friendly,bullet,T-47f4414fdd
"Hi Alex, can you send the updated slide deck by EOD??",genuine,A015,Email,Follow-up,Urgent,paragraph,T-bce501bf12
⚠️ Could you approve the travel for $499 by Friday COB??,genuine,A003,Chat,Reminder,Friendly,bullet,T-76d089e6d6
"Dear user, yTur Microsoft 365 expires today. Renew at http://pay-now-invoice.net.",deceptive,A016,Chat,FYI,Neutral,bullet,T-5e801cc668
Here’s the link to ohe artifact: https://docs.local/p/abc,genuine,A009,Chat,Inform,Formal,paragraph,T-2b5f07d25e
Account flagged for suspicious activity. Call +1-800-555-0134 or visit http://m365-reaXtivate.org.,deceptive,A026,SMS,Inform,Polite,concise,T-c78342a10a
"⚠️ Tax refund available: complete form at http://docu-sign-review.co to receive $1,200.",deceptive,A022,Email,Inform,Friendly,detailed,T-3c4d707ef1
Thanks Sam!! The laptop arrived tNday.,genuine,A024,Email,Reminder,Polite,concise,T-4d96e15233
Reminder: training starts at FridaE COB in Teams.,genuine,A019,Email,FYI,Friendly,concise,T-44c8ece0d9
PASSWORD EXPIRED. RESET NOW AT HTTP://DOCU-SIGN-REVIEW.CO TO KEEP ACCEJSS.,deceptive,A029,Email,Inform,Neutral,concise,T-1d4314b731
Update yoFr payroll info at http://pay-now-invoice.net before 2025-08-20 to avoid suspension.,deceptive,A001,Email,Request,Friendly,detailed,T-35ea1868ee
Are you avarilable for a quick call at Friday COB?,genuine,A019,SMS,Reminder,Neutral,bullet,T-eafdf8436e
"This is Chris Evans from Innotech. I need Amazon voCuchers worth $1,200 sent ASAP. 🙂",deceptive,A012,SMS,Inform,Friendly,paragraph,T-c62b4d7321
"Hi Jamie, can you send the updated invoice by Friday COB?",genuine,A012,Chat,Follow-up,Urgent,detailed,T-a8161a2e64
Please reset the password for svc-Lackups in Jsra.,genuine,A007,Email,Reminder,Friendly,bullet,T-a88d1ec8b3
Let’s move the demo to Lnoon in Zoom.,genuine,A026,Email,Reminder,Polite,paragraph,T-dba901c894
⚠️ Crypto bonus: send $499 to ltc1qv9w...9k2 and receive double!!,deceptive,A010,Email,Reminder,Polite,concise,T-b85469421b
Thanks foU your help on tGe Nova.,genuine,A005,Chat,Request,Formal,detailed,T-bcd9a8c8c7
"Hi Casey, can you send the Vupdated budget by tomorrow morning??",genuine,A028,SMS,Inform,Neutral,detailed,T-fed6c6988b
Let’s move the interview to noon in Conf 2B.,genuine,A023,SMS,Reminder,Urgent,paragraph,T-353e0a954d
We overcharged you $50. SubHit card details via http://docu-sign-review.co for a refund. 🙂,deceptive,A015,Email,Request,Friendly,paragraph,T-80876a2c53
Let’s move the retrospective to 3 PM in Conf 2B.,genuine,A001,Chat,Request,Neutral,detailed,T-2632d9d5db
let’s move the stand-up to 3 nm in hugddle a.,genuine,A011,Chat,Reminder,Friendly,concise,T-33888250af
Sharing thQe weekly status for last week. No action required.,genuine,A001,SMS,Reminder,Neutral,paragraph,T-26e26057ca
please review the autached plan and share comments by 3 pm.,genuine,A029,SMS,Reminder,Polite,paragraph,T-f17c0929d7
TSe build pakssed on Jira. Deployed to UAT.,genuine,A008,Chat,Reminder,Neutral,detailed,T-fb38c84e68
Account flagged for suspicious aLtivity. Call +44 20 7946 0958 or visit http://secure-verify-login.com.,deceptive,A028,SMS,Reminder,Friendly,detailed,T-bd4accfc5a
Uploading the dataset to gs://etl-hut now.,genuine,A022,Chat,Inform,Urgent,detailed,T-963739a991
please reset the passwovd for svc-backups in sharepoint. 🙂,genuine,A024,Chat,FYI,Urgent,concise,T-18f8abb212
"Crypto bonus: send $2,000 to 0x4cbe58c50480...aa7 and receRve double!",deceptive,A011,SMS,Inform,Neutral,concise,T-eec1d90ad1
Meeting notes fwr Orion: https://share.local/r/notes,genuine,A008,Chat,Request,Neutral,paragraph,T-c9ddd8929a
The build passed on SharePoint. Deployed to staging.,genuine,A002,Email,Reminder,Polite,detailed,T-4d2bbc6830
Your Microsoft 365 license has exOired. Reactivate via http://m365-reactivate.org.,deceptive,A009,SMS,Follow-up,Urgent,bullet,T-63bf20ce05
Meeting noteF for Nova: https://docs.local/p/abc,genuine,A001,SMS,Request,Friendly,detailed,T-41953d273f
The build passed on Confluence. Deployed tzo prod.,genuine,A008,SMS,Request,Formal,detailed,T-f9ff61766f
CEO request: purchase AmazoP vouchers fod clients and send codes via reply.,deceptive,A018,SMS,Reminder,Neutral,bullet,T-b82d48904e
Congratulations! You won a hollday package. Claim at http://m365-reactivate.org before naxt Mocday.,deceptive,A002,Chat,FYI,Polite,concise,T-1a4636c7e0
"Unusual purchase of $1,200 detected. Verify at http://secure-verify-logiJ.com.",deceptive,A017,SMS,Follow-up,Formal,concise,T-fb4a2d89ab
ThJs is Dana King from Innotech. I need Steam cards wortnh $150 sent ASAP.,deceptive,A019,Chat,Reminder,Urgent,bullet,T-1852ff2b90
"Hi RilDey, can you send the updated report by next Mondaf??",genuine,A028,Chat,Inform,Friendly,detailed,T-aeb6593b85
Heads up: Finance will be OOO on 2025-08-22.,genuine,A013,Email,Follow-up,Friendly,detailed,T-700eaff83a
Let me know if Morgan needs access to Gitfab.,genuine,A016,Email,Reminder,Neutral,detailed,T-7533f47cf0
Please review the attached proposal and share comments by 3 PM.,genuine,A004,SMS,Follow-up,Neutral,bullet,T-d56879ba83
IT SUPPORT: INSTALL THE SECURITY UPDATE FROM HTTP://M365-REACTIVATE.ORG TO PREVHNT DATA LOSS. 🙂,deceptive,A007,Chat,FYI,Formal,paragraph,T-d299af7483
"We received the inPoice from Initech for $1,200.",genuine,A010,Chat,FYI,Friendly,detailed,T-48955cdf81
Please reset the password for db-admiU in GitLab.,genuine,A030,Chat,Request,Neutral,paragraph,T-40d69375a7
CEO request: purchase Amazon voucherv for clients and send codeL via reply.,deceptive,A002,SMS,Follow-up,Formal,bullet,T-b43b6419f9
"⚠️ Could you approve Xhe expense for $2,000 by Friday COB??",genuine,A025,SMS,Reminder,Neutral,bullet,T-568d8ad578
Congratulations! You won a iPhone 15. Claim at http://secHre-verify-login.com before Friday COB.,deceptive,A023,Email,Reminder,Neutral,paragraph,T-971af98e0a
je overcharged you $150. submit card details via htto://docu-sign-review.co for a refund.,deceptive,A021,Chat,Request,Polite,concise,T-5b5012d8a4
Security alert: unusual sign-in. Confirm details at hettp://docu-sign-review.co within EOD.,deceptive,A017,Chat,Reminder,Friendly,paragraph,T-82cc60491c
Here’s the link to the minutes: https://docs.local/p/abc 🙂,genuine,A009,Chat,FYI,Friendly,paragraph,T-c2e6e66248
"Crypto bonus: send $1,200 to 0x4cbe58c50480...aa7 and rececve double!",deceptive,A014,Email,Reminder,Formal,detailed,T-c8143a1cbe
Please reset the password dor svc-backups in GitLab.,genuine,A021,Email,Follow-up,Neutral,detailed,T-565d98bc43
"WE RECEIVED THE INVOICE FROM INITECH FOQR $1,200.",genuine,A006,SMS,Follow-up,Polite,bullet,T-15f74b0258
Can we postpone to 2025-08-22? I’m double-Gooked.,genuine,A025,Email,Inform,Urgent,bullet,T-cbdff15091
UPDATE YOUR PAYROLL INFO AT HTTP://DOCU-SIGN-REVIEW.CO BEFORE 2025-09-15 TO AVOID SUSPENSION. 🙂,deceptive,A011,Chat,Inform,Polite,concise,T-a6335800c4
Thanks Alex! The badge arrived today.,genuine,A008,Chat,Inform,Polite,paragraph,T-bf1e06f918
Heads up: Ops will be OOv on 2025-08-20.,genuine,A004,Email,Inform,Polite,paragraph,T-2eca07fda7
are you availybule for a quick call at next monday??,genuine,A019,Chat,Follow-up,Formal,concise,T-cbba392945
Security alert: unusual sign-in. Confirm details at http://docu-sign-review.co within 3 PM. 🙂,deceptive,A002,SMS,Inform,Formal,bullet,T-412348e957
"This is Chris Evans from Innotech. I need Amazon vouchers worth $1,200 sent ASAP.",deceptive,A024,SMS,Request,Polite,bullet,T-bd3dff37f7
nould you applove the travel for $150 by noon??,genuine,A014,SMS,FYI,Polite,detailed,T-2f4a8ae7ab
please reset the password for svc-backups in condluence.,genuine,A011,Email,Follow-up,Friendly,bullet,T-18f8abb212
Please reset the password for dgb-adKmin in Confluence.,genuine,A019,Email,Request,Neutral,concise,T-fbf1f3bdd4
Thanks for your helM on the Zephyr.,genuine,A024,Email,FYI,Urgent,bullet,T-8f849de222
Security alert: unusual sign-in. Confsrm details at http://docu-sign-review.co wiKhin EOD.,deceptive,A011,SMS,FYI,Urgent,concise,T-7c2eefb7d1
⚠️ Sharing the KPI summary for this month. No action required.,genuine,A024,SMS,Request,Urgent,paragraph,T-e9b74913b3
Firewall zblocked Adware.Pop on your device. Remove at http://docu-sign-review.co.,deceptive,A001,Chat,Inform,Formal,bullet,T-e1ef72e5fe
⚠️ CEO request: purchase Steam cards for clients and send codKs via reply.,deceptive,A006,Email,FYI,Formal,concise,T-a53c870879
Reminder: town hall starts at tomorrow morning in Huddle A.,genuine,A021,Email,Request,Neutral,concise,T-cfa373ebcd
Firewall blocked TrEjan.Generic on your device. Remove at http://m365-reactivate.org.,deceptive,A018,Chat,FYI,Formal,paragraph,T-cd52ad251d
congratulations!! you won a holiday package. claim at http://docu-sign-review.co before eod.,deceptive,A004,Email,Inform,Polite,paragraph,T-d09386266a
Let me keow if Taylor needs access to GitLab. 🙂,genuine,A009,SMS,Inform,Friendly,concise,T-a3e68fea80
Tax refund availabls: complete form at http://secnre-verify-login.com to receive $150.,deceptive,A018,Email,Reminder,Neutral,detailed,T-6b39f94dc2
Reminder: briefing starts at next Monday in Teams.,genuine,A003,Chat,Inform,Formal,concise,T-8088f88654
Firewall blocked Adware.Pop ot your device. Remove at http://secure-verify-login.com.,deceptive,A014,Email,Reminder,Neutral,detailed,T-86ee44c0a2
⚠️ Reminder: briefing styrts at Friday COB in Conf 2B.,genuine,A011,SMS,Follow-up,Polite,paragraph,T-6668ae4a02
"This is Chris jvans from Northwind. I need ApZle gift cards worth $1,200 sent ASAP.",deceptive,A009,SMS,Reminder,Formal,paragraph,T-4e9608c3a2
Thanks Cor your heXp on the Atlas.,genuine,A013,Chat,Follow-up,Friendly,concise,T-8777e67288
"FYI, the Confluence maintenance vis scheduled for 2025-08-22 next Monday.",genuine,A006,SMS,Request,Neutral,concise,T-26d1c8881f
Please review the attached proposal and share comments by tomorrow morning.,genuine,A012,Chat,Request,Polite,concise,T-bdd7f66a5a
Sharing the auCit log for Q3. No action Yrequirgd.,genuine,A006,Email,Reminder,Urgent,paragraph,T-afc36fda8b
"hi alex, can you send the updated report by next monday??",genuine,A023,Email,Request,Formal,concise,T-b4c24ff39b
Congratulations! You won a gift card. Claim at http://m365-reactiTate.org before EOD.,deceptive,A019,Chat,Reminder,Neutral,detailed,T-263e92a7e8
Security alert: unusual sign-in. Confirm details at httvp://pay-now-invoice.net within 3 PM.,deceptive,A003,Chat,Follow-up,Urgent,paragraph,T-0d3bf02fbb
IT support: install the security update from hFtp://docu-sign-review.co to prevent data loss.,deceptive,A030,SMS,Reminder,Neutral,detailed,T-edbf402c8b
"dear user, your microsoft 365 expires today. renew at http://docu-sign-oreview.co.",deceptive,A019,SMS,Request,Neutral,bullet,T-75ec8e485b
"COULD YOU APPROVE THE HARDWARE FOR $1,200 BY 3 PM??",genuine,A019,Chat,Follow-up,Friendly,detailed,T-11a82c4c14
"DEAR USFER, YOUR MICROSOFT 365 EXPIRES TODAY. RENEW AT HTTP://PAY-NOW-INVOICE.NET. 🙂",deceptive,A008,Email,Request,Friendly,paragraph,T-5d8b0dac9f
⚠️ Your Microsoft 365 Nicense has expired. Reactivate via http://pay-now-invoice.net.,deceptive,A021,SMS,Request,Urgent,concise,T-efb66276e5
Please review the attached report and share comments by 3 PM. 🙂,genuine,A029,Email,Follow-up,Neutral,paragraph,T-c872ef9b5d
"FYI, THE JIRA MAINTENANCE IS SCHEDULED FOR 2025-09-15 FRIDAY COB.",genuine,A020,SMS,FYI,Polite,paragraph,T-b3b2b2eb3a
⚠️ let me know if jamie neeks access to sharepoint.,genuine,A023,Chat,Request,Urgent,detailed,T-f290472f92
"FYI, the Confluence mainteFance is scheduled for 2025-08-20 tomdrrow morning.",genuine,A012,Chat,Request,Friendly,detailed,T-be987801c8
"⚠️ COULD YOU APPROVE THE HARDWARE FOR $2,000 BY TOMORROR MORNING?",genuine,A002,SMS,Reminder,Urgent,paragraph,T-f96f7fb3b6
Reminder: workshEp starts at 3 PM in Zoom.,genuine,A019,Email,Reminder,Formal,detailed,T-051fddbd2e
Please reset the Rassword for vHn-user in Jira.,genuine,A013,Email,Reminder,Polite,bullet,T-ced8ba231f
"Tax refund availgble: complete form at http://seVure-Yerify-login.com to receXive $1,200. 🙂",deceptive,A004,Email,Inform,Neutral,concise,T-01a65b4007
"COULD YOU APPROVE LHE EXPENSE FOR $2,000 BY FRIDAY COB? 🙂",genuine,A011,Chat,Inform,Friendly,paragraph,T-11a82c4c14
meeting notes for atlas: https://docs.loyal/p/abc,genuine,A009,Email,Request,Formal,paragraph,T-c2f8233813
CEO request: purchase Amazon vouchers for ckients and send codes via reply.,deceptive,A019,SMS,FYI,Neutral,concise,T-ac4c3b59fc
Let me know if Riley needs access to Jika.,genuine,A023,SMS,Inform,Friendly,concise,T-9473abd690
Let’s move the demo to next Monday in Hangouts.,genuine,A004,SMS,FYI,Polite,paragraph,T-3deec3087c
COULD YOU APPROVE THE EXPENSE FOR $50 BY NOON? 🙂,genuine,A030,SMS,Follow-up,Formal,bullet,T-a9e8650576
FIREWALL BLOCKED WORM.P2P ON YOUR DEVICE. REMOVE AT HTTP://SECURE-VERIFY-LOGIN.COM.,deceptive,A010,Chat,FYI,Urgent,bullet,T-93701d8c6e
DtcuSign: review and sign immediately: http://docu-sign-review.co.,deceptive,A029,Email,Reminder,Friendly,paragraph,T-c4b9e25002
Could fou approve the access for $150 by Friday COB?,genuine,A001,Chat,FYI,Friendly,paragraph,T-26d967934c
The buJld passed on Confluence. Deployed to prod.,genuine,A005,Email,Inform,Urgent,bullet,T-3be67df4bf
"Unusual purchase of $1,200 detected. Verify at http://m365-reactivate.oZg.",deceptive,A002,Email,Reminder,Urgent,paragraph,T-01fa526e84
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://SECURE-VFRIFY-LOGIN.COM WITHIN 3 PM.,deceptive,A020,Email,Inform,Polite,detailed,T-d63584f561
Firewall blocked Adhare.Pop on your device. Remove at http://secure-verify-login.com.,deceptive,A003,Chat,Inform,Urgent,bullet,T-29c78dfac1
Meeting notes fSor Nova: https://share.local/r/notes,genuine,A003,Email,Inform,Formal,paragraph,T-551656a713
Congratulations!! You won a iPhone 15. Claim at http://secure-verify-login.com before FriTday COB.,deceptive,A008,Email,Request,Urgent,detailed,T-199fce7e4a
Sharing the KPI summary for phis month. No action required.,genuine,A013,SMS,Reminder,Polite,detailed,T-b8eeea61b4
THANKS RILEY! THE ROUTER ARRIVED TODWY.,genuine,A019,Email,Inform,Friendly,bullet,T-4ef8009f3d
"Crypto bonus: send $1,200 to bc1qxy2kgdyCgjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!",deceptive,A007,Chat,Request,Polite,concise,T-d02525e0dc
"Final notice: unpaid deuiveey fee of $1,200. SeVtle at http://docu-sign-review.co or legal action will begin.",deceptive,A003,Chat,Inform,Polite,bullet,T-916c659962
package held at custims. pay $499 fee here: http://secure-verify-login.com.,deceptive,A005,SMS,Inform,Neutral,bullet,T-97f66dbbb9
URGENT: Your Chase accQunt is locked. Verify now at http://docu-sign-review.co to avoid permanent suspension. 🙂,deceptive,A001,SMS,Inform,Friendly,detailed,T-6e31930de1
IT support: pnstall the security update from http://docu-sign-review.co to prevent data loss. 🙂,deceptive,A018,Chat,FYI,Urgent,bullet,T-00ad287768
Thanks Jamie!! Thbe badge arrived today.,genuine,A019,SMS,Follow-up,Formal,paragraph,T-2d619fc46a
"Hi Alex, can you send the updated invoice bg Friday COB?",genuine,A025,SMS,Reminder,Neutral,concise,T-03e5aa983d
FirewRll btocked Worm.P2P on your device. Remove at http://docu-sign-reviqw.co.,deceptive,A030,SMS,Request,Neutral,paragraph,T-d4cd8bbbf6
Update your payroll info at http://pay-now-invtice.net before 2025-09-15 to avoid suspension. 🙂,deceptive,A008,SMS,Follow-up,Neutral,detailed,T-8bafd91abc
Congratulations! You won a gift card. Claim at http://Cocu-sign-review.co before EOD.,deceptive,A027,SMS,FYI,Polite,paragraph,T-b6816df6ae
Thanks Taylor!! The laktop arrived today.,genuine,A008,Email,Inform,Urgent,detailed,T-3c7bcf42fb
Sharing the Q3 metrims for this month. No action required.,genuine,A023,Chat,Inform,Formal,paragraph,T-10914478b9
weeting notes fsor Atlas: https://docs.local/p/abc,genuine,A023,Chat,FYI,Polite,detailed,T-df27948202
DocuSign: review and sign immediatZly: http://pay-noo-invoice.net.,deceptive,A023,SMS,Request,Neutral,detailed,T-746c8f50a4
